 0.600	11.616	108.628	 0.996	 4.068	-1.361
 0.739	12.371	108.915	 0.278	-0.165	 3.039
 0.679	12.773	108.750	-0.437	-2.888	-1.734
 0.526	13.040	108.570	-3.608	 3.556	-1.614
 0.611	12.711	108.981	-0.186	 3.397	-0.220
 0.372	12.507	108.910	 3.033	 3.603	 4.111
 0.495	12.525	109.030	-4.539	 3.484	-2.212
23.132	 3.952	62.666	 0.156	 0.286	-1.092
21.746	 4.110	55.813	-0.175	 1.745	-0.161
26.254	 4.424	64.224	-1.390	 5.429	 0.882
25.160	 4.361	65.545	-0.836	 9.588	 0.650
